mesure,BasRhinClés,BasRhinPreferredNgram,BasRhinAvoidedNgram
Craig,KVT,g e w i t; g e b e t; g e b i t; c h w i t; _ q u e t; q u e - t; k w i t t; _ q u a d; c h w a d; c h w ä t; c h w e d; g e b a d; g e b æ t; g e w i d; q u e n t; q u o t _; q u e t t; q u a t o,c h w à t; g e b a t; _ q u ä t; c u v e t; g ' w i t; q u e t _; g e b o t; c h w a t; _ q u a t; _ q u i t; q u i t t; k w i e d; q u a n t; g e b u t
Craig,KLM,c h l i m; _ c a l m; _ k o l m; k o l m e; c a l m i; _ k a l m; _ k l u m; g a l e m; k a l m i; _ g l i m; c a l m e; g e l a m; k l a m _; k i l o m; c h l a m; k e l m ü; _ k l a m; c h l e m; g e l i m; g e l m ä; k e l m u; k k e l m; k k l i m; k l a m a; k l a m e; k l ä n m; k l e m i; k l i m a; k l o m m,c h e l m; k l a m i; c l a m i; _ c o l m; c o l m e; c h l u m; k l a m m; g e l m a; g e l m e; k e l m e; k l ä m m; _ k l e m; c k e l m; k l e m m
Craig,KPFF,k p f y f,k o p f v
Craig,TSX,z ö s c h; z e i c h; z a i c h; t z s c h; z i c h e; d s æ c h; t s i c h; z e j s h; _ z i c h,z ä i c h; z i s c h; z i c h s; t z i c h; z i c h i; z u s c h; z e s c h; z e c h e; _ z e c h; z i c h _
Craig,PRTY,b r e d j,p r e d j
Craig,ARRT,e r a r t; e r i r d; a r i r t; e r u r d; ü c h r t,e r o r d; o r u r t; e r u r t
Craig,LK,l ü c k _; l ü e c k; _ l u c i; l l e i c; l u c i e; l i c e _; l e g e n; l i g e n; l l e g e; l h a g e; _ l o c a; h l u c k; _ l a a c; h l a a c; _ l ü g e; l ü g e n; h l e c k; _ l e i g; l u e c k; l u g g -; l u g g _; _ l o c k; l e c k e; _ l o h k; l o h k ä; l o c k _; _ l o k a; h l ä e c; l i c a i; l i g g _; l i k a i; l l e k o; l o g e n; _ l a g e; l l e g _; l a c e _; l l a g e; _ l ' a c; _ l i g u; l i g u e; _ l ’ é c; _ l a u c; _ l o k k; h l i e c; l e g i e; l i e c k; l k e r _; l o k k e; l i k e _; _ l é g i; l é g i o; l i g i _; _ l ' o c; _ l a c k; _ l e c k; _ l e c o; _ l é g e; _ l i k ö; _ l ö c k; _ l u g i; _ l ü k k; - l o g i; h l e k k; h l g e h; h l u k _; l - k e i; l ’ é c a; l ’ é c o; l ’ g e n; l a c é h; l a c e r; l ä i g e; l ä k e _; l è g e _; l é g e n; l e g u e; l e k e _; l e k k e; l g e j _; l h o o g; l i e k a; l i g e a; l i g é e; l i k k e; l k i c h; l k i g _; l l a c k; l l e - c; l l e - g; l l e g a; l l è g e; l l g e r; l l o g i; l l ü c i; l ö g e n; l ü g e _; l u g g e; l u g i e; l ü k k e; l y c e r; l l i g e; _ l e u c; _ l o g e; l ü c k e; _ l e i c,_ l ü e g; l ü e g e; l i c k _; l i g e _; l e g e _; l a g e _; h l a g e; ' l e g e; _ l ü c i; l ü c i e; l ü e g _; _ l ü a g; ' l ü e g; l e g e h; l l i g _; l ü a g e; _ l o g i; _ l i g e; l o g i e; l e g i o; l ü a g _; h l i g _; _ l e g i; l i e g e; l l i g u; _ l i e c; l ü e g a; l i g i o; _ l e g e; l a c i e; _ l u g _; h l a g a; _ l à i g; _ l i e g; l a g a _; h l i g e; l o g e _; h l a g _; l i g a _; _ l i a g; l i a g e; _ l e g _; _ l i g _; _ l y c é; l y c é e; _ l ä i g; l i c k e; l a g e n; h l à c k; l à c k e; l ö e c k; ' l i c k; l a g a h; l i e g a; l i g i ö; l i i c k; l ü a g a; _ l u e g; l ä c k e; l e g a _; l ö c k e; _ l e g a; _ l g h ö; _ l i a c; _ l i g i; _ l u k _; - l e - g; ' l o g e; ’ l a g e; ’ l ü a g; ’ l ü e g; h l - k o; h l ä c k; h l a g h; l a c k _; l a g e h; l a g h a; l a h g _; l ä i g _; l g e r _; l i a g _; l i a g ü; l i c i e; l i e g _; l i e g '; l i e k _; l l i g i; l l i k e; l o g a _; l ö j g e; l u a g e; l u e g a; h l a c k; l a c k e; l o c k e; l g e n _; l e c k _; _ l a i g; l e - g e; l e i g e; l u e g _; l u c k _; _ l u c k; l u c k e
Craig,RTSLK,r z e l k,r z l i g; r z l i c
Craig,RPRK,r b r e c; r b r ü c; r b i r g; r b r ä c,r b r a c; r b o r g; r b r o c; r b e r g; r b a r g
Craig,RLR,' r l o r; r o l e r; r a l e r; r l i r e; r l o r _; r l a c h; r l e r _,r l o r a; r l o r e; r l a a r; r l e h r; r l o r '; r o l ö r; r l i e r; r l ä c h
Craig,LKSL,l k s l i,l k s l ä
Craig,VRTL,w a r t l; w e r t l,w ö r t l; w à r t l; w ä r t l; w o r t l
Craig,XTRS,s t r o ß; s t r a ß; s t e r s; s t ü r z; s t r ü s; s t r a s; s t e r z; s t r i ß; s t r y ß; s t r ö s; s t r u s; s t r u ß; s t r i s,s t r o s; s t i r z; s t o r z; s t r e s; s t u r z
Craig,LXP,l s p i e; l e s p e; l l e s p; l e c h b; l o s b a; l s b u e; l s c h b; l s p e r; l ü ü s b,_ l o s b; _ l ü s b; l ü s b ü
Craig,RTSVF,r z w y f,r z w i f
Craig,TP,t a u b _; _ t a p e; d e - b a; t e - b a; _ d a b e; _ t y p _; _ d e b y; d e b y _; t u b b _; _ d e b i; d e b i e; _ t a u b; _ t ä u b; t ä u b _; _ d i p p; d i p p e; _ d a u b; _ d a ö b; _ d e b b; d a b e i; d a u b _; d ä u b h; _ d é p é; _ d u b b; _ t y p e; d a b e e; d a p p e; d e b b i; d u b b e; t a p p i; t t b u e; _ t a b o; _ t y p i; _ t y p u; d b e e r; d b u e _; d d a b i; d é p e n; h t e b u; t a b o u; t b i e r; t e j p o; t i b b e; t t e b e; _ d o p p; _ d é p ê; _ h t o p; d e - b u; t e p p i; t i e - p; _ d ä p p; _ d a u p; _ d e b _; _ d é b o; _ d é p a; _ d é p u; _ d i b b; _ d o b i; _ d o b y; _ d ö ö b; _ d ö ü b; _ t a b e; _ t a p é; _ t ä ü b; _ t e p p; _ t i p _; _ t o b e; _ t o p _; - d e b a; - d e p e; d a b b e; d a b e y; d a ö b _; d d e b a; d d i b u; d d y b ä; d e b a a; d e b a u; d e b b e; d é b o u; d h a b u; d i b b e; d i b u e; d o b e _; d o b y _; d ö ö b h; d ö ü b e; h t - b e; h t a i b; h t e p a; h t e p u; h t p e r; h t ü b u; t - p e n; t a p é _; t a p e _; t ä ü b _; t a u b e; t ä u b u; t e b u e; t e b ü e; t e b ü ü; t h o p ä; t i e - b; t t e b ü; t y b b e; t y p e _; t y p e -; t y p e n; _ t a p p; _ d a p p,_ d i e b; t a ü b _; d i e b _; d e - b i; - d e - b; _ d i a b; t e b a u; _ t o u p; t o u p e; d ä u b _; h t b a u; _ t a ü b; t i a b e; _ d e p e; _ d e b a; _ d ä u b; t a p p _; t t b ü e; _ d a b b; t u b e _; _ t ä b e; _ t e p e; d a b b i; _ d a b i; _ d a p e; _ d e i b; _ d e p p; _ d e p ü; _ d ö p p; _ d u b e; _ t i p p; _ t ü b a; - d e - p; d e - p i; d e i b e; d e p e _; d e p e n; d e p p i; d h o i p; d o b e h; h t a b u; t à i b _; t a p p -; t a ü b h; t i p p e; t t e b à; d i e b e; d a u b h; _ d o b e; d o p p e
Craig,AXP,a u e s b; a s p e r; e s c h p; e s p i e; ü s c h b; e s c h b; o o s b u; ä s c h p; e i j s p; i j s p i; i s c h b; e i s p i; u s c h b; _ e s p o; e s p o i; _ ü s b e; a u s b a; e c h b u; e s p ä ä; _ ü s p a; a s b o u; e s p e r; _ a s p i; _ e s p i; a c h s p; a i s b o; a i s b ö; ä j s p ä; ä s p e r; a u s b e; a u s b u; e c h b ü; e s b e a; e s b i e; e s p e a; e s p i o; i c h - b; i e j s b; i e s p a; o s c h b; ü s b u e; ü s h e b; ü ü s b ä; ü ü s b u; _ ü s b i; e i s b o; i e s p i; i s c h p,_ e s p è; _ ü s p e; e i c h b; i c h b a; a s c h b; i s p i e; a - s p a; e s p e i; _ i s b à; _ i s p e; ä c h s p; ä s c h b; a u s p i; e s b i i; ö i j s p; o s p i e; ü s b ü e; u s p i e; a s c h p; i s p e r
Craig,HMT,h ü m a t; h ä m t _; _ h e m d; h ä m t e; h e m d _; h e m d e; h ü m t _; _ h a m d; h a m d _; h ä m m t; h a m t e; h u m e d,h a m e d; h à m t e; h u m e t; h e m d ä; h e m u t; h u m a t; h a m t _
Craig,XL,c h l a a; c h l o o; s c h l u; c h u e l; s c h i l; s c h l ö; c h e l _; c h l e r; s c h l i; c h a l l; s c h a l; c h l i e; c h e l l; c h e e l; c h l e n; c h l ä e; c h a l _; c h e l i; c h i l e; c h l ö ü; s c h e l; c h e i l; c h l ä i; c h l a ö; c h l e e; c h l u e; c h u l e; s c h l y; c h e l e; c h i l l; c h l i _; c h l ö j; ’ s c h l; _ c h o l; c h a u l; c h l a j; c h l e j; c h l ö e; c h o l e; c h o l i; c h ü l e; h s c h l; s c h l æ; c h l ü e; c h l e h; _ c h e l; _ s h u l; ‘ s c h l; c h ä l e; c h a l u; c h e a l; c h i e l; c h i l i; c h l a i; c h l ö ö; c h u l _; c h u l l; s h a l _; c h l e u,c h l a g; c h l a _; _ s c h l; c h ü a l; s c h u l; ' s c h l; c h o l l; s c h o l; s c h l ä; s c h l e; s c h l a; c h e l a; c h ü l l; s c h l à; s c h ü l; s c h l o; c h l i g; s c h l ü; c h ü e l; c h l ä u; c h e ü l; c h l ä ä; c h l a u; c h a l e; c h l a ü; - s c h l; c h l a '; c h l ä j; s c h ä l; c h l e i; c h u a l; _ c h a l; _ c h i l; c h a a l; c h a h l; c h ä l l; c h e l o; c h e u l; c h l a h; c h l i a; c h u l i; s s c h l; c h l ö i; s c h l _; c h l o i; c h ü l _; c h l e _
Craig,PTSXT,b z e s t,b z u s t
Craig,AFV,_ u f f w; u f f w a; _ a u f w; a u f w a; u f f w y; _ u f w y; a u f w e; i e f w e; o p h a w; ü f f e w; u f f w e; ü n f e v,i - f a w; _ u f w a; _ u f w e
Craig,NKLT,n g e l d; n g e l t; n k e l t,n g a l d
Craig,KYV,g e j e w,g e g a w
Craig,PKK,b e g e g; b g e g e; b g e k a; b k ü e c; b a g a g; b k u e c,b ä c k c
Craig,RPM,_ r ä b m; r ä b m a; r i e b m,r b ä u m; r i b u m; r - b e m; r o p p m
Craig,LKM,l g e m e; l l g e m; l i k u m; h l c o m; l c o m i; l i g e m; l k e n m; l o g e m; l k o m m; l l k o m; h l k a m; l i k e m; l i k ü m; l a c e m; l k a m m,l k u m m; l l k u m; l k a m e; l i g m i; l u g m a; l i g m a
Craig,ASTS,_ ü s z e; a s s e z; e s a t z; _ a u s z; u s e z _; ü s z e i; e s e t z; _ u s z e; a u s z u; ü s z e h; i s s e z; e s i t z; ü s z e r; u s z e i; ü s z e j; a i s e z; i s i t z; _ ü ß z e; _ u e ß z; a u s z e; e s i z e; e s z a i; e s z e n; e ß z e r; i e s z e; i s z e j; i s z i e; o s e t z; o s z e i; o s z e y; ö ß t e s; u e ß z e; ü s s z a; u s z e h; ü s z e n; u s z e r; u u s z i; i s s z a; ü s i z i,_ ü s z i; ü s z i e; ü s s z e; _ ü s z u; _ ü s z a; ü s z a h; _ ü s s z; _ ü s z o; _ ü s e z; _ e s s z; e s s z i; _ a z ' z; _ i s z à; _ i s z a; _ ü s z ä; a s i t z; a s s ’ z; a z ' z i; e s z u e; i ß t ’ s; ü s e z o; ü s z ä h; ü s z u h
Craig,ATK,i d i g u; e n t g e; i t i k _; a d i k a; o d i g i; ü d i k _; i t g e n; ä t i g e; o t o k o; u e t i g; e d i k u; ä d i g i; e d e e k; _ e d ü k; a n t i k; e d ü k a; e u d i g; u d i g e; y t t i g; _ e n t g; ä u t i g; e d ü e c; e e t i g; i t g e h; u t i g a; _ e d u c; _ e t c e; a d d e g; ä d i g e; ä i d i g; a t i g u; a u d a c; é d e c i; e d i k a; e d u c a; i e d e c; i t e k æ; u d a c e; ü t i g _; ü t i g e; u t t k o; e d i k ü; a d i c a; e d i g i; e t e - c; e t i c k; u t e g e; a d d e k; a d e g '; a d e g a; ä d i g _; a d i g '; a d i g e; a d i g i; ä d i g u; a d t g e; ä i d e g; a i d i g; a t a g ê; a t e g i; a t e g o; a t e k a; ä t e k a; a t t a q; e d d i g; e d d i k; é d i c i; e d i c i; e d i c k; e i d ’ g; e i t i g; e t a u c; e t e c k; e t t i g; e t t k ä; e t t k o; e u t i g; i d ’ g e; i d e g a; i d e g e; i d e k a; i n t e k; i o t i k; i t g e r; i t k e r; o o d g ’; o t è g e; o t g e r; o t i k o; o u t i q; u d e c k; ü d i g i; ü e t i c; u t a g e; u t i g e; ü t i k _; ü t t k o; y d e g e; y d e k ä; y e d i c; i t t i g; e t i g i; i t e k a,i t t a g; e d i g _; _ e t c .; i t i g _; e t c . _; i e d e g; e d e c k; i e t i g; e t i g _; a t i k e; o t e k o; ä t t i g; i e d i g; i t i g e; i d i g _; a o u t c; a t t i g; i t e k ä; e t c . .; e i d i g; ä t t k o; ü e t i g; e d i g a; e n t g a; e t i g a; i a t i g; i t g à _; o t t e k; u i d i g; ü d i c k; i d i g e; e d i g e; e n t e c; _ e d g a; _ e n t k; _ e t i k; _ e t i q; a d e c k; a d i k _; a t i g _; ä t i g a; a t i g e; a t t e g; e - t a g; e n t k u; e t i k e; e t o u c; i d a g _; i d e g ’; i d i g a; i e t i c; i t g a h; ü a d e c; e t i g e; ö t i g _; ä t i g _; i t g e _; e i d e g; ö e t i g; a t t a c; a t i k _
Craig,TTSM,d e z e m; t e z i m; t o d s m,d e z i m
Craig,AMRS,o m e r s; è m e r s; a m e r s; a m o r s; e m a r s; ü m e r z; e m e r s,ä m e r s
Craig,LSTR,l s t e r; l s t r ü; l s t o r,l l s t r; l s t r e
Craig,MVL,m ö w e l; m o b i l; m a b ü l; m e v o l; m e w e l; m o b e l; m ö b e l,_ m ö w l; m ö w l e; m a b u l
Craig,FKPF,f g e p f,f g o p f
Craig,AFKR,u f f k r; i f g ä r; o f g e r; u f f g r,u f g e r; _ u f g r; u f e k r; u f g r i
Craig,SPN,s e b u n; s ü b e n; s ü b u n,s s p a n
Craig,AMVN,u m w u n,u m w i n
Craig,NPSK,n b ’ s c; n a p s g; n a p s q; n b ' s c; n b ‘ s c,n b e s c
Craig,ATKP,i t g e b; e t k ä p; i t g i b,o t k o p
Craig,AKNV,e g e n w,e k n e w
Craig,ARVR,e r w u r; e r w e r; a r w e r; o r w ü r; a r w a r; e r v i r; e r w ü r; o r w e r; ü r w e r,e r w a r; o r w à r; e r v o r; o r w a r; e r w o r; o r w ä r; o r w i r; o r w u r; e r w ä r; e r w i r
Craig,KNY,k i n j _; _ k i n j; g n ü g e; g n ü j e; g n ü g u; k i e n j; k n e j e,k i n j e
Craig,LSN,l s i n n; l ö s u n; l e s e n; l ö s e n; l e s u n; l i s a n; l o s e n; l o s s n; l o s u n; l s e n h; l s i n _,l ü s a n; l z h a n
Craig,ASTR,u s s t r; ü s s d r; _ ü ß t r; e - s t r; e s s d r; e z d e r; e z t e r; i ß t r a; ü ß t r a; y ß d u r; ü s s t r,a z ' t r; i s s t r; o s e t r; i - s t r; i ß t e r; o s s d r; e s s t r
Craig,LTSM,l o t z m; l e z a m; l i z a m; l t s m e,l t s a m; l t z - m; l z e m _
Craig,MVK,m w i c k,m w e g _
Craig,RKNK,r g n ü g; r k u n g; r g ä n g; r g n ü c,r g a n g
Craig,AHP,e h o p p; e h e b b; e h a u p; _ e h e b; e h a a p; e h e b u; e h o b e,e h o i p; ö h e p u; e h a ü p
Craig,SHV,_ s h w e; s h a w i,_ s h a w; s h e w e
Craig,M,_ m e r _; _ m u e h; m m e n _; _ m ü e h; m i e r _; h m e n _; _ m i e r; _ m a a u; m a a u e; _ m o i _; _ ' m e _; _ m e e r; _ m i e h; m e e r _; m m e j _; _ ’ m e _; _ m i e u; _ m i a u; _ m a y e; m a y e r; - e - m e; _ m ö e j; m e i e r; m i a u _; _ m e y -; m m e h _; _ m ü e j; m ü e j _; h m e r _; m e a u _; _ m m e _; m e i c h; h - e m _; m ü e n _; _ m e j _; _ m ö i j; _ ' m - e; _ m ä ü ü; _ m u e r; ' m - e _; m m é e _; _ m ü e n; _ m i e ä; _ m e e j; _ m e y _; ' a i m e; m i i e r; m ü e h ’; _ m ' a _; _ m ä u e; _ m o i -; _ m u e i; - m - e _; h m e e r; m ä u e j; m m i c h; m m i e r; m u e i j; _ m a a _; _ m i e a; _ m o e j; m a y e n; _ ' e - m; _ ' e m _; _ ‘ m e _; _ ‚ m e r; _ m . . .; _ m ' e _; _ m ’ a _; _ m ’ e n; _ m a a j; _ m ä ä u; _ m ä ä ü; _ m a u u; _ m e i j; _ m e j -; _ m e n _; _ m i a ä; _ m i e j; _ m i i e; _ m i i i; _ m m e .; _ m ö e r; _ m o u i; _ m ü ä u; _ m ü e r; _ m u ü e; - a i m é; - a m e r; - h i m m; - h o m m; - i - m i; . . . m e; . . m e r; ' e - m e; ' h o m m; ’ a m i _; ’ e m e _; ’ h o m m; h - e m -; h m ä h ’; h m e i e; h m i c h; h m u y _; m ’ e n _; m ä ä u e; m a i c h; m a i e _; m a u e r; m a u u e; m a y e _; m e ç a _; m h a u e; m i a u e; m i e j _; m i i i i; m m e . _; m m e ç a; m ü ä u e; m u e h ’; m u e r _; m y o y o; ’ h e i m; - m o i _,m m i g _; m i e n _; _ m i e n; m m e r _; _ m a g _; _ m i e i; m i e i h; m i c h _; _ m i c h; ' h e i m; _ m e h _; m a i e r; _ m a i e; m u e n _; _ m u e n; h m i e r; h - e m o; _ m ä u j; _ m a i a; _ m i e _; - e m e _; m a u e _; _ m e i _; _ h h m _; _ m i a h; m i e h _; _ m a i _; _ m a u e; _ m e i e; _ m i a _; _ h m m _; _ m a u j; _ m i ' _; _ m i ü a; _ m o - o; _ m u e _; _ m ü e -; - e - m o; - m a i e; h - m a i; h m a u e; h m u e r; m i a h _; m m e ’ _; _ m e y e; _ m ' e n; _ m u e j; - m e r _; h - e - m; m ' e n _; m u e j _; m e y e r
Craig,SRL,s e r l i; s ä c h l; ß e r l i; _ s e r l; s e r o l; s r e j l; s ü ü r l; s e r l e; s s e r l,s a c h l; s e r l _; s r a ë l; s e r l a
Craig,VT,w i d d e; _ w i d d; v a d d e; _ v a d d; w e i t _; _ w i t t; w i t t e; _ w y t t; w i e d '; w i t t _; _ w i d '; w y t t _; _ v e t t; w a d d e; w e t t e; v e t t e; _ w e i t; v e n t u; _ w y t _; _ w e t t; _ w a d d; _ w i d ’; _ v e n t; w e i t e; w y t t e; v i t e u; w ü e t i; _ v e d d; v i t e _; v i e n t; _ v i t e; v e d d e; _ w y d d; w y d d e; w e d d e; w ä i t _; _ w u e t; _ w o d d; w i d d '; _ w i n t; w i n t e; _ w e d d; v a n t _; _ w ü e d; w i e d d; w o d d e; w ü e d i; _ v o d d; v o d d e; w ä d e r; _ v o i t; v o i t u; _ v ä t e; _ v e u t; _ w ä d e; _ w a i d; _ w a t _; _ w i d _; _ w y d e; v ä t e r; v a t i o; v e n t i; v e t i e; v i t e r; w a i t _; w e i - d; w e j t _; w ä t t e; v ä d d e; w a d e r; w o d d _; _ v ä d d; _ v a n t; _ v ä t t; _ v a u t; _ v e d i; _ v é t é; _ v i d e; _ v o d e; _ v o n t; _ v o u d; _ w a t e; _ w ä t t; _ w e h t; _ w e j t; _ w o d u; ' o v a t; h w e d e; h w i t t; v a i t _; v a n t a; v a t t _; v ä t t e; v a u t _; v e d i e; v e e h d; v e n t e; v e u t _; v e u t -; v h e i t; v i d e _; v i d i e; v i t i e; v o d e r; v o n t _; w ä i j t; w a i t e; w a j t e; w a t e r; w e d d u; w e d e _; w e h t _; w e i d ö; w e i t ’; w e t t i; w i e d _; w i e d ‘; w i e d ’; w i e t _; w i t t ’; w ö i j t; w o t t ’; w ö u j t; w ü e d e; w u e h t; w w e d a; _ w ä d d; v e n t _; w ä d d e; w e t e _,w i e d e; _ w i e d; v a t e r; _ v a t e; _ w i t _; _ w o t t; _ w i t e; w o t t _; w a t t e; w i t e r; _ w i d e; w i d e r; _ w a t t; v a t t e; w o t t e; _ v a t t; w ü e t _; w u e t _; _ w o t _; w e t t u; w e - d a; _ w e d e; w e d e r; _ w ü e t; w a n t e; w e i d _; w e i t a; w e i h t; _ w i e t; w i e t i; _ v o t '; v o t ' _; _ w à d e; _ w i a t; _ w ü a t; w i d e _; w ü a t _; _ v o t i; _ w a d e; v i e t t; _ w à i d; _ w a j t; _ w a n t; _ w ü t e; - w i t t; h v a t t; h w i d i; v a t o i; v i a n t; w a n t _; w a u i t; w e t t o; w i a t a; w i a t i; w i d i _; w i e - d; w i e t e; w ü t e n; w ä i t e; w a t t _; w ü e t e; w e t t _; v e n t a; v o t i e; w a d e _; w a j t _; w i e d i; w u e t i
Craig,AKSN,e g s a n; e g s i n; é x i o n,a g s u n; e x i o n
Craig,AHM,e h e m e; e h ü m o; o h ä m m,e h e i m; e h e m _; o h a m e; a h e i m; o h a m m; i h i m m; u i h i m; e h i m m
Craig,AXL,i c h e l; e s c h l; ü s c h l; e s h a l; e c h l e; i c h l e; e c h s l; é c h a l; i c h l ä; ä s c h l; æ c h l i; ü c h s l; e c h l i; ö e c h l; y c h l i; u s h a l,ü s h a l; e c h e l; i s c h l; a s c h l; i c h l i; ü s h à l; e s h i l; i e c h l; e i c h l; o s c h l; e c h l a; i c h l a; a c h s l
Craig,RKP,r k u p p; r g e b e; r g i b b; ' r k u p; r é c e p; r e c e p; r e c k b; r e k a b; r g ä b e; r g e b a; r g i b _; r g i e b; r i k b a; r k a b _; r k e b a,r u c k b; r g a b e; r a g b a; r e c k p; r k a p p
Craig,KPN,g e b e n; g e b u n; k a b i n; c h b a n; c h p a n; c h p o n; c a b i n; c h b e n; g ä b e n; g e b a n; g e b n e; k ö p e n,k o b i n; c a b a n; c h p ä n; g a b e n
Craig,SVR,s e w i r; s w a r _; s v e r e; s v e r r; s w a c h; s e b u r; ¨ s w e r; s ä w w r; s s w i r; s u i v r; s v e r a,' s w a r; s w ö e r; z ' w e r; z ’ w a r; s e b a r; s i b i r
Craig,YN,_ j e a n; j e a n n; j e a n _; _ j e u n; j e u n e; j e n e _; j e n ü e; j e n i g; _ j ä n n; j ä n n e; j e a n -; _ j ’ e n; _ j i n i; _ j ü e n; j ’ e n _; j i n i _; j n e r _; j o n i e; - j e a n; _ j ' e n; _ j e n a; _ j e n ü; _ j i n e; j ' e n _; j e - n _; j e a n e; j e n - a; j e n - i; j e n a u; j e n u e; j i n e _; j i o n _; j o n n a,_ j e n e; j e - n e; j e - n ’; j e n i _; _ j e n i; j e n e r
Craig,SH,s e h e n; _ s e h e; s e h e _; s s e h a; _ s e h u; s h e r _; s e h o o; h s e h e; _ ' s h e; _ s ä h e; _ s h a h; _ s h e e; s a h e _; s ä h e _; s e h ä i; s e h u u; s h a h _; s h e e n; s s e h ü,_ s a h a; _ s e h o; _ s h e r; _ s o h o; - s e h i; s ä i h a; s ä i h i; s e h o _; s o h o _; s o u h a
Craig,PXTP,p o s t b; b s t b e; b s t u b,b s t b a
Craig,VFN,w o w e n,w e w i n; w a f f n
Craig,AMTTS,e m d e z,a m d e z
Craig,AVNS,e b e n s; e w u n s; a v o n s; e w ü n s; ä b e n s; e w a n s; i v o n s; u v o n s,e w e n s; a b i n s; i b e n s; o b i n s; a b e n s
Craig,KLSK,g l i s c; g l ä s c; g l a s g; g e l s g; k e l s c; k l a s c; k l o s c,g e l s c
Craig,AVRN,e w a r n; a v e r n; u v e r n; i b e r n; ü b e r n,i w e r n; e w e r n; ü w e r n
Craig,LTR,l d e r e; l e d e r; l i t ä r; l d r e _; l t o r _; l t a r _; l ü d e r; l t r e _; l a d e r; l d e r ü; l d t e r; l d ü ü r; l e d r ä; l e t a r; l l t ’ r; l t ' r _; l t ’ r _; l d r o h; _ l a t r; h l t ' r; h l t e r; l a d r e; l a t r i; l ä t t r; l d e r u; l d r a h; l d r e i; l d ü r _; l i d e r; l l d ü r; l l t ' r; l o t e r; l t r e i; l t ü r e; l u d e r,l t e r _; l d e r _; l ü t e r; l t r a _; l a t e r; l t a i r; l t r i _; l t i e r; l i t e r; l - d i r; h l t r a; l a t ä r; l e u d r; l i e d r; l o t a r; l o t r e; l t - r _; l t ' r e; l o d e r; h l t r i; l t e r i; l t e r e
Craig,ASKN,e s k i n; ü ß g a n; u s g e n; ü s g e n; e s k o n; a s k e n; e s e g n; i s i g n; i s k e n; o s e k n; u s k e n; ü s k e n,ü s g a n; u s k i n; ü s g ' n; ü s k u n; ü s i k n; a z ' k n; e s g ' n; e s g a n; ü s s k n; u s g a n
Craig,MLH,_ m a l h; m a l h e; m m e l h; m e l h o; _ m ü l h; m e l h a; m e l h e; m ü e l h; m ü l h ü,_ m i l h; m i l h ü; h m a l h; m a l h a
Craig,MPTS,m p i t z,m p e z _
Craig,SLNT,s e l n d; s l ü n t; ß l a n d,s l a n d
Craig,NKLN,n g l ä n; n g e l n,n g l a n
Craig,AFNT,a v e n t; e w e n d; e f u n d; a v a n t; u f e n t; e v e n t; e f i n d; a f e n d; e f a n t; a f o n d; e w ä n d; é f e n d; e f o n t; o f o n d; i w ä n d; o v e n t; u f e n d; u v a n t; u w a n d; u w e n d,e w a n d; e w u n d; e w i n d; i f e n d; i f i n d; i v a n t; u f n o t; e v a n t
Craig,HMV,h e i m w,h ä i m w
Craig,ALFN,o l f e n; e l f e n,à l f i n; a l f o n
Craig,KHT,c h h t _,c h h e d; g e h e t
